,age,attrition,businesstravel,dailyrate,department,distancefromhome,education,educationfield,employeecount,employeenumber,environmentsatisfaction,gender,hourlyrate,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate,numcompaniesworked,over18,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearsincurrentrole,yearssincelastpromotion,yearswithcurrmanager,sameasmonthlyincome,datebirth,salary,roledepartament,numberchildren,remotework
122,30,no,travel_rarely,"570,0$", sales ,5,3,marketing,1,"456,0",4,1,30,2,2, sales executive ,3,,,5431,1,,,13,"3,0",3,,3,"10,0",2,"3,0",10,,1,2,,1993,1000000000$, sales executive  -  sales ,,yes
123,31,no,,"1232,0$",,7,4,medical,1,,3,1,39,3,3, manufacturing director ,4,,,25713,1,y,,14,"3,0",3,,0,"11,0",2,"2,0",11,,4,10,,1992,1000000000$,,,false
124,36,no,,"541,0$",,3,4,medical,1,"481,0",1,0,48,2,3, sales executive ,4,married,,7246,4,y,no,11,"3,0",1,,1,"16,0",2,"3,0",13,,1,12,,1987,1000000000$,,,true
125,36,no,travel_rarely,"164,0$",,2,2,,1,"513,0",2,0,61,2,3, sales executive ,3,married,,3809,1,,,13,"3,0",2,,2,"10,0",2,"3,0",10,,9,0,,1987,1000000000$,,,true
126,55,no,travel_rarely,"1117,0$",,18,5,,1,"597,0",1,1,83,3,4, manager ,2,single,,9873,3,y,no,23,"4,0",4,,0,"37,0",2,"3,0",10,,7,7,,1968,1000000000$,,,1
127,35,no,,"619,0$",,1,3,,1,"600,0",2,0,85,3,2, sales executive ,3,,,18659,9,y,,11,"3,0",3,,0,"15,0",2,"3,0",11,,6,9,,1988,1000000000$,,,1
128,42,no,travel_rarely,"319,0$",,24,3,medical,1,,4,0,56,3,3, manufacturing director ,1,married,,6950,1,,,21,"4,0",4,"80,0",1,"10,0",5,"2,0",10,,5,8,,1981,1000000000$,,,false
129,52,no,travel_rarely,"956,0$",,6,2,,1,"630,0",4,0,78,3,2, research scientist ,1,divorced,"5577,0",22087,3,y,yes,12,,2,,2,"18,0",3,"3,0",10,,6,9,"5577,0",1971,1000000000$,,,yes
130,49,no,,"1245,0$",,18,4,life sciences,1,"638,0",4,0,58,2,5, research director ,3,,,2125,1,,yes,17,"3,0",3,,1,,5,"3,0",31,,0,9,,1974,1000000000$,,,1
131,34,no,travel_rarely,"1397,0$", research & development ,1,5,,1,"683,0",2,0,42,3,1, research scientist ,4,married,"2691,0",7660,1,,no,12,"3,0",4,"80,0",1,,4,"2,0",10,,8,8,"2691,0",1989,1000000000$, research scientist  -  research & development ,,yes
132,33,yes,travel_rarely,"527,0$",,1,4,other,1,"780,0",4,0,63,3,1, research scientist ,4,single,,5207,1,y,,13,"3,0",3,"80,0",0,"10,0",2,"2,0",10,,7,8,,1990,1000000000$,,,0
133,33,no,,"213,0$", research & development ,7,3,medical,1,"817,0",3,0,49,3,3, research director ,3,married,,25995,0,,no,11,"3,0",4,,0,,3,"4,0",13,,3,7,,1990,1000000000$, research director  -  research & development ,,true
134,53,no,travel_rarely,nan$,,23,4,,1,"901,0",4,1,72,3,4, research director ,4,,,20206,6,y,no,18,"3,0",3,,0,"33,0",0,"3,0",12,,3,8,,1970,1000000000$,,,1
135,49,no,travel_rarely,"527,0$",,8,2,other,1,"944,0",1,1,51,3,3, laboratory technician ,2,married,"7403,0",22477,4,,,11,"3,0",3,,1,"29,0",3,"2,0",26,,1,7,"7403,0",1974,1000000000$,,,0
136,35,no,,"882,0$",,-21,4,,1,"984,0",21,0,not available,3,3, sales executive ,4,,,6812,6,y,,13,"3,0",2,"80,0",1,,2,"3,0",10,,0,8,,1988,1000000000$,,,0
137,38,no,travel_rarely,"330,0$",,17,1,life sciences,1,"1088,0",3,1,65,2,3, healthcare representative ,3,married,"8823,0",24608,0,,,18,"3,0",1,,1,"20,0",4,"2,0",19,,1,9,"8823,0",1985,1000000000$,,,0
138,46,no,,"406,0$", sales ,3,1,marketing,1,"1124,0",1,0,not available,3,4, manager ,3,married,,15596,3,y,no,12,"3,0",4,,1,,3,"3,0",12,,4,9,,1977,1000000000$, manager  -  sales ,,0
139,36,no,non-travel,"217,0$",,18,4,,1,,1,0,78,3,2, manufacturing director ,4,single,,23238,2,y,,20,"4,0",1,,0,"18,0",0,"3,0",11,,0,9,,1987,1000000000$,,,false
140,42,yes,travel_frequently,"481,0$",,-15,3,life sciences,1,"1167,0",15,0,44,3,4, sales executive ,1,single,,2447,0,,,12,,2,,0,,2,"2,0",21,,13,14,,1981,1000000000$,,,yes
141,34,no,travel_frequently,"669,0$",,1,3,,1,"1184,0",4,0,97,2,2, healthcare representative ,1,single,,25755,0,,no,20,"4,0",3,,0,"14,0",3,"3,0",13,,4,9,,1989,1000000000$,,,1
142,30,no,travel_rarely,"1465,0$", research & development ,1,3,medical,1,,4,0,63,3,1, research scientist ,2,,"3579,0",9369,0,,yes,21,"4,0",1,,1,"12,0",2,"3,0",11,,5,7,"3579,0",1993,1000000000$, research scientist  -  research & development ,,1
143,54,no,travel_rarely,"685,0$",,3,3,life sciences,1,,4,0,85,3,4, research director ,4,married,"17779,0",23474,3,,no,14,"3,0",1,"80,0",0,"36,0",2,"3,0",10,,0,9,"17779,0",1969,1000000000$,,,1
144,31,no,travel_rarely,"1062,0$",,24,3,medical,1,"1252,0",3,1,96,2,2, healthcare representative ,1,single,,17198,1,,no,19,,2,,0,"10,0",2,"3,0",10,,1,8,,1992,1000000000$,,,false
145,44,no,,"1099,0$",,5,3,,1,"1267,0",2,0,88,3,5, manager ,2,married,"18213,0",8751,7,,no,11,"3,0",3,"80,0",1,"26,0",5,"3,0",22,,3,10,"18213,0",1979,1000000000$,,,true
146,55,no,non-travel,"177,0$",,8,1,,1,"1278,0",4,0,37,2,4, healthcare representative ,2,divorced,"13577,0",25592,1,y,yes,15,"3,0",4,,1,,3,"3,0",33,,15,0,"13577,0",1968,1000000000$,,,false
147,44,no,travel_rarely,"1199,0$",,4,2,life sciences,1,"1288,0",3,0,92,4,5, manager ,1,divorced,"19190,0",17477,1,y,no,14,"3,0",4,,2,,4,"2,0",25,,14,13,"19190,0",1979,1000000000$,,,false
148,34,no,travel_frequently,"648,0$", human resources ,11,3,life sciences,1,,3,0,56,2,2, human resources ,2,,,21833,4,y,no,11,"3,0",4,,2,"14,0",5,"4,0",10,,1,8,,1989,1000000000$, human resources  -  human resources ,,1
149,39,no,,"412,0$",,13,4,,1,"1307,0",3,1,94,2,4, manager ,2,divorced,"17123,0",17334,6,,yes,13,"3,0",4,,2,,4,"3,0",19,,15,2,"17123,0",1984,1000000000$,,,0
150,55,no,travel_rarely,"282,0$",,2,2,medical,1,"1336,0",4,1,58,1,5, manager ,3,,"19187,0",6992,4,y,,14,,4,,1,"23,0",5,"3,0",19,,9,11,"19187,0",1968,1000000000$,,,true
151,51,no,,"770,0$",,5,3,life sciences,1,"1352,0",3,0,84,3,4, manager ,2,,,17588,1,y,,11,"3,0",2,"80,0",1,,2,"3,0",33,,0,10,,1972,1000000000$,,,true
152,58,yes,,"601,0$",,-14,4,medical,1,"1360,0",14,1,53,2,3, manufacturing director ,1,marreid,"10008,0",12023,7,y,,14,"3,0",4,"80,0",0,,0,"2,0",10,,5,9,"10008,0",1965,1000000000$,,,true
153,48,no,,"855,0$",,4,3,life sciences,1,,4,0,54,3,3, manufacturing director ,4,single,,18706,1,y,no,11,"3,0",3,,0,"11,0",2,"3,0",10,,0,8,,1975,1000000000$,,,1
154,29,no,travel_rarely,"332,0$", human resources ,17,3,,1,"1419,0",2,0,51,2,3, human resources ,1,single,"7988,0",9769,1,y,,13,"3,0",1,,0,,3,"2,0",10,,0,9,"7988,0",1994,1000000000$, human resources  -  human resources ,,false
155,34,no,,"1326,0$",,3,3,other,1,"1478,0",4,0,81,1,2, sales executive ,1,single,,15891,3,,no,18,,4,"80,0",0,"15,0",2,"3,0",13,,3,12,,1989,1000000000$,,,1
156,42,no,travel_frequently,"748,0$",,9,2,,1,"1480,0",1,1,74,3,1, laboratory technician ,4,,,16458,1,,,13,"3,0",3,,0,"12,0",3,"3,0",12,,5,8,,1981,1000000000$,,,yes
157,57,no,travel_rarely,"405,0$",,1,2,life sciences,1,,2,0,93,4,2, research scientist ,3,married,,2721,0,,no,24,"4,0",1,,1,"13,0",2,"2,0",12,,2,8,,1966,1000000000$,,,true
158,34,yes,travel_rarely,"790,0$",,24,4,,1,"1489,0",1,1,40,2,2, sales executive ,2,single,,7815,0,y,yes,23,"4,0",3,,0,"16,0",2,"4,0",15,,10,10,,1989,1000000000$,,,0
159,54,no,travel_frequently,"1050,0$",,11,4,medical,1,"1520,0",2,1,87,3,4, manager ,4,,,24456,3,y,no,20,,1,,1,"26,0",2,"3,0",14,,1,12,,1969,1000000000$,,,1
160,34,no,travel_rarely,"971,0$",,1,3,,1,"1535,0",4,0,64,2,3, sales executive ,3,,"7083,0",12288,1,y,,14,"3,0",4,"80,0",0,,3,"3,0",10,,8,6,"7083,0",1989,1000000000$,,,0
161,29,no,,"1370,0$",,3,1,medical,1,"1586,0",2,0,87,3,1, laboratory technician ,1,single,"4723,0",16213,1,,,18,"3,0",4,,0,,3,,10,,1,5,"4723,0",1994,1000000000$,,,true
162,35,no,travel_rarely,"750,0$",,28,3,life sciences,1,"1596,0",2,0,46,4,2, laboratory technician ,3,,"3407,0",25348,1,,,17,,4,,2,,3,"2,0",10,,6,8,"3407,0",1988,1000000000$,,,true
163,35,yes,,"880,0$",,12,4,other,1,"1667,0",4,0,36,3,2, sales executive ,4,,,10414,3,,,24,"4,0",1,,0,"13,0",2,"4,0",11,,6,7,,1988,1000000000$,,,true
164,34,no,travel_rarely,"678,0$",,19,3,life sciences,1,"1701,0",2,1,35,2,1, research scientist ,4,married,"2929,0",20338,1,,no,12,"3,0",2,,0,"10,0",3,"3,0",10,,8,7,"2929,0",1989,1000000000$,,,1
165,43,no,,"1179,0$",,2,3,,1,"1706,0",4,0,73,3,2, sales executive ,4,,,6069,1,y,yes,17,"3,0",1,,1,"10,0",3,"3,0",10,,8,8,,1980,1000000000$,,,false
166,58,no,non-travel,"350,0$",,2,3,medical,1,,2,0,52,3,4, manager ,2,divorced,,22577,4,,no,22,"4,0",4,,1,"37,0",0,"2,0",16,,14,14,,1965,1000000000$,,,yes
167,36,no,travel_rarely,"1266,0$", sales ,-14,4,,1,,14,1,63,2,2, sales executive ,3,marreid,,6060,1,,yes,13,"3,0",1,,1,"10,0",4,"3,0",10,,1,7,,1987,1000000000$, sales executive  -  sales ,,false
168,43,no,travel_rarely,"574,0$",,11,3,life sciences,1,"1971,0",1,0,30,3,3, healthcare representative ,3,married,,16873,1,y,,17,"3,0",2,,1,"10,0",1,"3,0",10,,0,9,,1980,1000000000$,,,1
169,55,no,,"189,0$",,26,4,human resources,1,,3,0,71,4,5, manager ,2,married,,25811,4,,yes,18,"3,0",1,"80,0",1,"35,0",0,"3,0",10,,1,4,,1968,1000000000$,,,yes
170,42,no,,nan$, research & development ,23,2,,1,"1976,0",4,0,37,2,2, research scientist ,3,single,,14811,1,y,,12,"3,0",4,"80,0",0,"20,0",2,"3,0",20,,3,7,,1981,1000000000$, research scientist  -  research & development ,,true
171,40,no,,"692,0$",,11,3,technical degree,1,"1985,0",4,1,73,3,2, laboratory technician ,3,married,,26849,1,,,11,,1,,1,"10,0",2,"4,0",10,,9,4,,1983,1000000000$,,,true
172,56,yes,,"310,0$", research & development ,7,2,technical degree,1,"2032,0",4,0,72,3,1, laboratory technician ,3,married,,3666,8,y,no,11,"3,0",4,"80,0",1,"14,0",4,"1,0",10,,9,8,,1967,1000000000$, laboratory technician  -  research & development ,,yes
173,39,no,travel_rarely,"722,0$",,-33,1,marketing,1,"2056,0",33,1,60,2,4, sales executive ,4,,"12031,0",8828,0,y,,11,"3,0",1,"80,0",1,,2,"2,0",20,,9,6,"12031,0",1984,1000000000$,,,yes
174,53,no,travel_rarely,"1219,0$",,2,4,life sciences,1,,1,1,78,2,4, manager ,4,married,"15427,0",22021,2,,no,16,"3,0",3,"80,0",0,,3,"3,0",25,,3,7,"15427,0",1970,1000000000$,,,1
175,27,no,travel_frequently,"994,0$",,8,3,,1,,4,0,37,3,3, sales executive ,3,single,,2975,1,y,no,15,"3,0",4,,0,"9,0",0,"3,0",9,,1,7,,1996,1000000000$,,,0
176,30,no,travel_frequently,"721,0$",,1,2,,1,"57,0",3,1,58,3,2, laboratory technician ,4,,,10781,1,,,23,"4,0",4,,0,"12,0",2,,12,,3,7,,1993,1000000000$,,,yes
177,35,no,,"853,0$",,18,5,life sciences,1,,2,0,71,3,3, sales executive ,1,married,,11031,1,y,,22,"4,0",4,"80,0",1,"9,0",3,"2,0",9,,1,8,,1988,1000000000$,,,true
178,32,no,travel_rarely,"427,0$", research & development ,1,3,medical,1,"78,0",1,0,not available,3,2, manufacturing director ,4,married,"6162,0",10877,1,,yes,22,"4,0",2,,1,"9,0",3,"3,0",9,,7,8,"6162,0",1991,1000000000$, manufacturing director  -  research & development ,,1
179,30,no,travel_rarely,"852,0$",,1,1,life sciences,1,"104,0",4,0,55,2,2, laboratory technician ,4,married,"5126,0",15998,1,,,12,"3,0",3,,2,,1,,10,,3,0,"5126,0",1993,1000000000$,,,0
180,46,yes,,"669,0$", sales ,9,2,medical,1,"118,0",3,0,64,2,3, sales executive ,4,,"9619,0",13596,1,,no,16,"3,0",4,,0,"9,0",3,"3,0",9,,4,7,"9619,0",1977,1000000000$, sales executive  -  sales ,,false
181,30,no,travel_rarely,"1334,0$",,4,2,,1,"121,0",3,1,63,2,2, sales executive ,2,,,19760,1,,yes,12,"3,0",2,,3,"11,0",4,"2,0",11,,2,7,,1993,1000000000$,,,false
182,32,no,,"1093,0$",,6,4,,1,"125,0",2,0,87,3,2, sales executive ,3,single,"5010,0",24301,1,y,no,16,"3,0",1,"80,0",0,"12,0",0,"3,0",11,,5,7,"5010,0",1991,1000000000$,,,1
183,35,no,travel_rarely,nan$,,-37,5,marketing,1,,3,0,94,3,3, sales executive ,2,married,,11439,1,y,,13,"3,0",1,,2,,3,"3,0",10,,0,6,,1988,1000000000$,,,false
184,32,no,,"967,0$",,8,3,marketing,1,"207,0",2,1,43,3,3, sales executive ,4,single,,15589,1,y,,14,"3,0",4,"80,0",0,"9,0",2,"3,0",9,,3,7,,1991,1000000000$,,,1
185,41,no,travel_rarely,"465,0$", research & development ,-34,3,life sciences,1,"227,0",1,0,56,3,1, research scientist ,3,divorced,,4609,4,y,no,12,"3,0",1,,1,,2,"3,0",9,,1,8,,1982,1000000000$, research scientist  -  research & development ,,1
186,40,no,travel_rarely,"989,0$",,4,1,medical,1,"253,0",4,1,46,3,5, manager ,3,,"19033,0",6499,1,,no,14,"3,0",2,,1,"21,0",2,"3,0",20,,9,9,"19033,0",1983,1000000000$,,,0
187,45,no,,"1195,0$",,2,2,,1,"264,0",1,0,65,2,4, manager ,4,married,,20462,9,y,no,23,"4,0",4,,1,"22,0",1,"3,0",20,,11,8,,1978,1000000000$,,,1
188,32,yes,travel_rarely,"1045,0$",,4,4,,1,"291,0",4,0,32,1,3, sales executive ,4,married,"10400,0",25812,1,,no,11,"3,0",3,"80,0",0,"14,0",2,"2,0",14,,9,8,"10400,0",1991,1000000000$,,,0
189,30,no,non-travel,"829,0$", research & development ,1,1,life sciences,1,"292,0",3,0,88,2,3, manufacturing director ,3,,,20925,1,,no,22,"4,0",3,"80,0",0,,2,"3,0",11,,5,8,,1993,1000000000$, manufacturing director  -  research & development ,,1
190,37,no,,"663,0$",,11,3,,1,"306,0",2,0,47,3,3, research director ,4,,,10056,1,,,14,"3,0",3,,3,,1,"3,0",10,,0,7,,1986,1000000000$,,,true
191,37,no,,"319,0$",,4,4,,1,,1,0,41,3,1, sales representative ,4,divorced,"2793,0",2539,4,,no,17,"3,0",3,"80,0",1,"13,0",2,"3,0",9,,5,8,"2793,0",1986,1000000000$,,,0
192,40,no,,"1300,0$",,24,2,technical degree,1,"335,0",1,0,62,3,2, research scientist ,4,,,24447,1,y,no,17,"3,0",1,,2,,3,"3,0",9,,4,7,,1983,1000000000$,,,false
193,36,no,non-travel,"1105,0$",,24,4,,1,,2,1,47,3,2, laboratory technician ,2,married,"5674,0",6927,7,,,15,"3,0",3,,1,"11,0",3,"3,0",9,,0,8,"5674,0",1987,1000000000$,,,true
194,32,no,travel_rarely,"906,0$",,7,3,life sciences,1,"420,0",4,0,91,2,2, sales executive ,3,married,,16985,1,y,,14,"3,0",3,,1,"13,0",3,"2,0",13,,4,8,,1991,1000000000$,,,true
195,38,no,,"849,0$",,25,2,life sciences,1,"421,0",1,1,81,2,3, research director ,2,,,26707,3,y,,17,"3,0",3,,1,,2,"3,0",10,,0,1,,1985,1000000000$,,,1
196,30,no,travel_rarely,"1275,0$",,28,2,,1,"441,0",4,1,64,3,2, research scientist ,4,married,,11934,1,,no,13,"3,0",4,"80,0",2,"11,0",2,"3,0",10,,1,9,,1993,1000000000$,,,yes
197,39,no,,"1218,0$",,1,1,,1,"531,0",2,0,52,3,5, manager ,3,,"19197,0",8213,1,,,14,"3,0",3,,1,"21,0",3,"3,0",21,,1,6,"19197,0",1984,1000000000$,,,true
198,60,no,,"422,0$",,7,3,life sciences,1,"549,0",1,1,41,3,5, manager ,1,,,3854,5,,no,11,"3,0",4,"80,0",0,"33,0",5,"1,0",29,,11,10,,1963,1000000000$,,,true
199,30,no,,"1398,0$",,22,4,other,1,"567,0",3,1,69,3,3, sales executive ,1,,"8412,0",2890,0,,,11,"3,0",3,,0,"10,0",3,"3,0",9,,7,8,"8412,0",1993,1000000000$,,,true
200,31,no,travel_rarely,"1274,0$", research & development ,9,1,,1,"581,0",3,0,not available,3,3, manufacturing director ,2,divorced,,14394,1,y,no,25,"4,0",4,,1,,6,"4,0",13,,0,8,,1992,1000000000$, manufacturing director  -  research & development ,,yes
201,33,yes,,"1076,0$",,3,3,life sciences,1,"702,0",1,0,70,3,1, research scientist ,1,single,"3348,0",3164,1,y,yes,11,"3,0",1,"80,0",0,,3,"3,0",10,,9,7,"3348,0",1990,1000000000$,,,false
202,50,no,,"1207,0$",,28,1,medical,1,"716,0",4,0,74,4,1, laboratory technician ,3,married,,3297,1,y,yes,11,,3,,3,"20,0",3,"3,0",20,,3,8,,1973,1000000000$,,,yes
203,32,no,,"430,0$", research & development ,24,4,life sciences,1,"772,0",1,0,80,3,2, laboratory technician ,4,,"5309,0",21146,1,,no,15,,4,,2,"10,0",2,"3,0",10,,4,7,"5309,0",1991,1000000000$, laboratory technician  -  research & development ,,yes
204,42,no,,"933,0$",,29,3,,1,"836,0",2,0,98,3,2, manufacturing director ,2,,,11806,1,,,13,"3,0",4,"80,0",1,"10,0",3,"2,0",9,,7,8,,1981,1000000000$,,,true
205,49,yes,,"1184,0$", sales ,11,3,marketing,1,"840,0",3,1,43,3,3, sales executive ,4,married,"7654,0",5860,1,,no,18,"3,0",1,,2,,3,"4,0",9,,7,7,"7654,0",1974,1000000000$, sales executive  -  sales ,,0
206,27,no,,nan$,,5,1,,1,"844,0",3,0,42,2,3, research director ,4,divorced,"12808,0",8842,1,,,16,"3,0",2,,1,,3,"3,0",9,,0,8,"12808,0",1996,1000000000$,,,yes
207,33,no,travel_rarely,"586,0$",,1,3,medical,1,,1,0,48,4,2, sales executive ,1,divorced,,21816,1,y,,22,,1,,1,"9,0",5,"3,0",9,,0,8,,1990,1000000000$,,,yes
208,52,no,,"890,0$", research & development ,-26,4,,1,"867,0",3,1,81,2,4, manufacturing director ,4,married,,19028,3,y,no,22,"4,0",3,"80,0",0,"31,0",3,"3,0",9,,0,0,,1971,1000000000$, manufacturing director  -  research & development ,,false
209,32,no,,"379,0$",,5,2,life sciences,1,"889,0",2,0,48,3,2, sales executive ,2,,,8891,1,,no,14,"3,0",4,"80,0",1,"10,0",3,"3,0",10,,5,3,,1991,1000000000$,,,1
210,36,no,,"1425,0$",,14,1,life sciences,1,"924,0",3,0,68,3,2, healthcare representative ,4,,"6586,0",4821,0,y,,17,"3,0",1,,1,,2,"2,0",16,,4,11,"6586,0",1987,1000000000$,,,0
211,31,no,non-travel,"1188,0$", sales ,20,2,,1,,4,1,45,3,2, sales executive ,3,,,24406,1,,,13,"3,0",4,,1,,2,"2,0",9,,0,0,,1992,1000000000$, sales executive  -  sales ,,false
212,36,no,travel_rarely,"938,0$",,2,4,medical,1,,3,0,79,3,1, laboratory technician ,3,single,"2519,0",12287,4,y,no,21,"4,0",3,,0,,6,"3,0",11,,3,9,"2519,0",1987,1000000000$,,,true
213,52,no,,"1053,0$",,1,2,life sciences,1,"976,0",4,0,70,3,4, manager ,4,married,"17099,0",13829,2,,,15,"3,0",2,"80,0",1,"26,0",2,,9,,7,8,"17099,0",1971,1000000000$,,,1
214,33,no,non-travel,"722,0$",,17,3,,1,"992,0",4,0,38,3,4, manager ,3,single,,20489,1,,,11,"3,0",4,,0,"10,0",2,"3,0",10,,6,0,,1990,1000000000$,,,0
215,45,no,non-travel,"248,0$",,23,2,life sciences,1,"1002,0",4,0,42,3,2, laboratory technician ,1,,,14039,1,,yes,15,"3,0",3,"80,0",1,"9,0",2,"3,0",9,,0,8,,1978,1000000000$,,,1
216,thirty-six,no,travel_rarely,"796,0$", research & development ,12,5,,1,"1073,0",4,1,51,2,3, manufacturing director ,4,,,15669,0,y,,11,"3,0",2,,0,"15,0",2,"2,0",14,,7,8,,1987,1000000000$, manufacturing director  -  research & development ,,1
217,49,no,,"174,0$",,8,4,,1,"1138,0",4,0,56,2,4, sales executive ,2,,"13120,0",11879,6,y,,17,"3,0",2,"80,0",1,"22,0",3,"3,0",9,,2,3,"13120,0",1974,1000000000$,,,false
218,29,yes,,"408,0$",,23,1,,1,,4,1,45,2,3, sales executive ,1,,,11162,1,y,,13,,1,,1,"11,0",3,"1,0",11,,3,10,,1994,1000000000$,,,true
219,29,no,,nan$,,6,1,,1,"1192,0",2,1,54,3,1, laboratory technician ,4,married,"3131,0",26342,1,,,13,"3,0",1,,1,,5,"3,0",10,,0,8,"3131,0",1994,1000000000$,,,false
220,37,no,,"977,0$", research & development ,1,3,life sciences,1,"1196,0",4,1,56,2,2, manufacturing director ,4,married,,9961,1,y,,13,"3,0",2,"80,0",1,"14,0",2,"2,0",14,,3,11,,1986,1000000000$, manufacturing director  -  research & development ,,1
221,33,no,travel_rarely,"536,0$",,10,5,,1,,4,0,82,4,3, sales executive ,3,,,21708,0,y,,14,"3,0",4,,2,,3,"3,0",9,,0,8,,1990,1000000000$,,,yes
222,34,no,travel_frequently,"135,0$",,19,3,medical,1,,3,1,46,3,2, laboratory technician ,2,divorced,"4444,0",22534,4,,no,13,"3,0",3,"80,0",2,"15,0",2,"4,0",11,,5,10,"4444,0",1989,1000000000$,,,true
223,28,no,non-travel,"1476,0$",,1,3,,1,"1315,0",3,1,55,1,2, laboratory technician ,4,married,"6674,0",16392,0,,no,11,"3,0",1,,3,"10,0",6,"3,0",9,,7,5,"6674,0",1995,1000000000$,,,1
224,31,no,non-travel,"587,0$",,2,4,,1,"1324,0",4,1,57,3,3, sales executive ,3,,"9852,0",8935,1,,yes,19,"3,0",1,,1,"10,0",5,"2,0",10,,9,6,"9852,0",1992,1000000000$,,,true
225,42,no,non-travel,"495,0$",,2,1,life sciences,1,"1334,0",3,0,not available,3,4, manager ,3,,"17861,0",26582,0,,yes,13,,4,"80,0",0,"21,0",3,"2,0",20,,2,10,"17861,0",1981,1000000000$,,,false
226,40,no,travel_rarely,"523,0$",,2,3,life sciences,1,"1346,0",3,0,98,3,2, research scientist ,4,single,,22455,1,,,13,"3,0",3,"80,0",0,"9,0",4,"3,0",9,,8,8,,1983,1000000000$,,,true
227,34,no,,"507,0$",,15,2,medical,1,"1356,0",3,1,66,3,2, sales executive ,1,single,,23553,1,y,,12,"3,0",4,,0,,6,"4,0",10,,9,6,,1989,1000000000$,,,1
228,58,no,travel_rarely,"1055,0$",,1,3,,1,"1423,0",4,1,76,3,5, research director ,1,,,22456,3,y,,21,"4,0",3,,1,,3,"3,0",9,,1,5,,1965,1000000000$,,,false
229,31,yes,travel_frequently,"1445,0$",,1,5,,1,"1459,0",3,1,100,4,3, manufacturing director ,2,,"7446,0",8931,1,y,,11,"3,0",1,,0,,2,"3,0",10,,4,7,"7446,0",1992,1000000000$,,,1
230,40,no,non-travel,"218,0$",,8,1,,1,,4,0,55,2,3, research director ,2,,"13757,0",25178,2,,no,11,"3,0",3,,1,"16,0",5,"3,0",9,,4,8,"13757,0",1983,1000000000$,,,1
231,53,no,,"447,0$",,2,3,medical,1,"1472,0",4,0,39,4,4, research director ,2,single,"16598,0",19764,4,,no,12,"3,0",2,,0,"35,0",2,"2,0",9,,8,8,"16598,0",1970,1000000000$,,,true
232,34,no,,"829,0$", research & development ,15,3,,1,"1485,0",2,0,71,3,4, research director ,1,,,11929,7,y,,14,"3,0",4,,2,"16,0",3,"2,0",14,,6,9,,1989,1000000000$, research director  -  research & development ,,1
233,35,no,travel_rarely,"1029,0$",,16,3,life sciences,1,,4,1,91,2,3, healthcare representative ,2,single,,21195,1,,no,19,"3,0",4,,0,,3,"1,0",11,,3,3,,1988,1000000000$,,,true
234,37,no,,"674,0$",,13,3,,1,"1543,0",1,0,47,3,2, research scientist ,4,married,"4285,0",3031,1,,,17,"3,0",1,,0,,2,"3,0",10,,3,7,"4285,0",1986,1000000000$,,,yes
235,42,no,travel_frequently,nan$,,2,3,,1,"1547,0",4,0,40,3,3, healthcare representative ,4,,"10124,0",18611,2,,yes,14,"3,0",3,"80,0",1,"24,0",3,"1,0",20,,13,9,"10124,0",1981,1000000000$,,,true
236,45,no,,"538,0$",,1,4,,1,"1553,0",1,0,66,3,3, healthcare representative ,2,divorced,,20933,1,,,12,"3,0",1,,3,,4,"3,0",10,,7,7,,1978,1000000000$,,,1
237,30,yes,travel_rarely,"740,0$",,1,3,,1,"1562,0",2,0,64,2,2, sales executive ,1,married,"9714,0",5323,1,,no,11,"3,0",4,,1,,4,"3,0",10,,6,7,"9714,0",1993,1000000000$,,,yes
238,38,no,travel_rarely,"1245,0$",,14,3,life sciences,1,"1582,0",3,0,80,3,2, sales executive ,2,married,"9924,0",12355,0,,,11,"3,0",4,"80,0",1,"10,0",3,"3,0",9,,7,7,"9924,0",1985,1000000000$,,,1
239,50,no,,"1234,0$",,20,5,medical,1,"1606,0",2,0,41,3,4, healthcare representative ,3,,"11245,0",20689,2,,,15,"3,0",3,"80,0",1,"32,0",3,"3,0",30,,12,13,"11245,0",1973,1000000000$,,,0
240,39,no,travel_rarely,"170,0$",,3,2,,1,,3,0,76,2,2, laboratory technician ,3,,"3069,0",10302,0,,,15,"3,0",4,,1,,3,,10,,0,7,"3069,0",1984,1000000000$,,,true
241,34,no,travel_rarely,"1130,0$",,3,3,,1,"1658,0",4,1,66,3,2, research scientist ,2,,,19332,1,y,no,12,"3,0",3,"80,0",1,"11,0",2,"3,0",11,,7,9,,1989,1000000000$,,,true
242,54,no,travel_rarely,"584,0$", research & development ,22,5,,1,"1665,0",2,1,91,3,4, manager ,3,,,18685,3,y,,25,"4,0",3,"80,0",1,"36,0",6,"3,0",10,,4,7,,1969,1000000000$, manager  -  research & development ,,yes
243,41,no,travel_rarely,"918,0$",,6,3,marketing,1,,4,0,35,3,3, sales executive ,3,,"9241,0",15869,1,y,no,12,"3,0",2,,0,,3,"3,0",10,,8,7,"9241,0",1982,1000000000$,,,false
244,39,no,,"792,0$",,1,3,life sciences,1,"1737,0",4,0,77,3,2, laboratory technician ,4,married,"6472,0",8989,1,y,,15,"3,0",4,,1,,2,"3,0",9,,5,8,"6472,0",1984,1000000000$,,,1
