,Attrition,Businesstravel,Dailyrate,Distancefromhome,Education,Educationfield,Employeenumber,Environmentsatisfaction,Gender,Hourlyrate,Jobinvolvement,Joblevel,Jobrole,Jobsatisfaction,Maritalstatus,Monthlyrate,Numcompaniesworked,Overtime,Percentsalaryhike,Performancerating,Relationshipsatisfaction,Stockoptionlevel,Totalworkingyears,Trainingtimeslastyear,Worklifebalance,Yearsatcompany,Yearsincurrentrole,Yearssincelastpromotion,Yearswithcurrmanager,Datebirth,Remotework,Employee_id
158,yes,travel rarely,790.0,24,4,unknown,1489,1,M,40.0,2,2, sales executive ,2,single,7815,0,yes,23,4,3,0,16,2,4,15,0,10,10,1989,no,1489
159,no,travel frequently,1050.0,11,4,medical,1520,2,M,87.0,3,4, manager ,4,unknown,24456,3,no,20,0,1,1,26,2,3,14,0,1,12,1969,yes,1520
160,no,travel rarely,971.0,1,3,unknown,1535,4,H,64.0,2,3, sales executive ,3,unknown,12288,1,unknown,14,3,4,0,0,3,3,10,0,8,6,1989,no,1535
161,no,unknown,1370.0,3,1,medical,1586,2,H,87.0,3,1, laboratory technician ,1,single,16213,1,unknown,18,3,4,0,0,3,0,10,0,1,5,1994,yes,1586
162,no,travel rarely,750.0,28,3,life sciences,1596,2,H,46.0,4,2, laboratory technician ,3,unknown,25348,1,unknown,17,0,4,2,0,3,2,10,0,6,8,1988,yes,1596
163,yes,unknown,880.0,12,4,other,1667,4,H,36.0,3,2, sales executive ,4,unknown,10414,3,unknown,24,4,1,0,13,2,4,11,0,6,7,1988,yes,1667
164,no,travel rarely,678.0,19,3,life sciences,1701,2,M,35.0,2,1, research scientist ,4,married,20338,1,no,12,3,2,0,10,3,3,10,0,8,7,1989,yes,1701
165,no,unknown,1179.0,2,3,unknown,1706,4,H,73.0,3,2, sales executive ,4,unknown,6069,1,yes,17,3,1,1,10,3,3,10,0,8,8,1980,no,1706
166,no,non-travel,350.0,2,3,medical,0,2,H,52.0,3,4, manager ,2,divorced,22577,4,no,22,4,4,1,37,0,2,16,0,14,14,1965,unknown,17121
167,no,travel rarely,1266.0,14,4,unknown,0,14,M,63.0,2,2, sales executive ,3,married,6060,1,yes,13,3,1,1,10,4,3,10,0,1,7,1987,no,6184
168,no,travel rarely,574.0,11,3,life sciences,1971,1,H,30.0,3,3, healthcare representative ,3,married,16873,1,unknown,17,3,2,1,10,1,3,10,0,0,9,1980,yes,1971
169,no,unknown,189.0,26,4,human resources,0,3,H,71.0,4,5, manager ,2,married,25811,4,yes,18,3,1,1,35,0,3,10,0,1,4,1968,unknown,5458
170,no,unknown,797.0,23,2,unknown,1976,4,H,37.0,2,2, research scientist ,3,single,14811,1,unknown,12,3,4,0,20,2,3,20,0,3,7,1981,yes,1976
171,no,unknown,692.0,11,3,technical degree,1985,4,M,73.0,3,2, laboratory technician ,3,married,26849,1,unknown,11,0,1,1,10,2,4,10,0,9,4,1983,yes,1985
172,yes,unknown,310.0,7,2,technical degree,2032,4,H,72.0,3,1, laboratory technician ,3,married,3666,8,no,11,3,4,1,14,4,1,10,0,9,8,1967,unknown,2032
173,no,travel rarely,722.0,33,1,marketing,2056,33,M,60.0,2,4, sales executive ,4,unknown,8828,0,unknown,11,3,1,1,0,2,2,20,0,9,6,1984,unknown,2056
174,no,travel rarely,1219.0,2,4,life sciences,0,1,M,78.0,2,4, manager ,4,married,22021,2,no,16,3,3,0,0,3,3,25,0,3,7,1970,yes,16142
175,no,travel frequently,994.0,8,3,unknown,0,4,H,37.0,3,3, sales executive ,3,single,2975,1,no,15,3,4,0,9,0,3,9,0,1,7,1996,no,2421
176,no,travel frequently,721.0,1,2,unknown,57,3,M,58.0,3,2, laboratory technician ,4,unknown,10781,1,unknown,23,4,4,0,12,2,0,12,0,3,7,1993,unknown,57
177,no,unknown,853.0,18,5,life sciences,0,2,H,71.0,3,3, sales executive ,1,married,11031,1,unknown,22,4,4,1,9,3,2,9,0,1,8,1988,yes,8928
178,no,travel rarely,427.0,1,3,medical,78,1,H,66.0,3,2, manufacturing director ,4,married,10877,1,yes,22,4,2,1,9,3,3,9,0,7,8,1991,yes,78
179,no,travel rarely,852.0,1,1,life sciences,104,4,H,55.0,2,2, laboratory technician ,4,married,15998,1,unknown,12,3,3,2,0,1,0,10,0,3,0,1993,no,104
180,yes,unknown,669.0,9,2,medical,118,3,H,64.0,2,3, sales executive ,4,unknown,13596,1,no,16,3,4,0,9,3,3,9,0,4,7,1977,no,118
181,no,travel rarely,1334.0,4,2,unknown,121,3,M,63.0,2,2, sales executive ,2,unknown,19760,1,yes,12,3,2,3,11,4,2,11,0,2,7,1993,no,121
182,no,unknown,1093.0,6,4,unknown,125,2,H,87.0,3,2, sales executive ,3,single,24301,1,no,16,3,1,0,12,0,3,11,0,5,7,1991,yes,125
183,no,travel rarely,797.0,37,5,marketing,0,3,H,94.0,3,3, sales executive ,2,married,11439,1,unknown,13,3,1,2,0,3,3,10,0,0,6,1988,no,18478
184,no,unknown,967.0,8,3,marketing,207,2,M,43.0,3,3, sales executive ,4,single,15589,1,unknown,14,3,4,0,9,2,3,9,0,3,7,1991,yes,207
185,no,travel rarely,465.0,34,3,life sciences,227,1,H,56.0,3,1, research scientist ,3,divorced,4609,4,no,12,3,1,1,0,2,3,9,0,1,8,1982,yes,227
186,no,travel rarely,989.0,4,1,medical,253,4,M,46.0,3,5, manager ,3,unknown,6499,1,no,14,3,2,1,21,2,3,20,0,9,9,1983,no,253
187,no,unknown,1195.0,2,2,unknown,264,1,H,65.0,2,4, manager ,4,married,20462,9,no,23,4,4,1,22,1,3,20,0,11,8,1978,yes,264
188,yes,travel rarely,1045.0,4,4,unknown,291,4,H,32.0,1,3, sales executive ,4,married,25812,1,no,11,3,3,0,14,2,2,14,0,9,8,1991,no,291
189,no,non-travel,829.0,1,1,life sciences,292,3,H,88.0,2,3, manufacturing director ,3,unknown,20925,1,no,22,4,3,0,0,2,3,11,0,5,8,1993,yes,292
190,no,unknown,663.0,11,3,unknown,306,2,H,47.0,3,3, research director ,4,unknown,10056,1,unknown,14,3,3,3,0,1,3,10,0,0,7,1986,yes,306
191,no,unknown,319.0,4,4,unknown,0,1,H,41.0,3,1, sales representative ,4,divorced,2539,4,no,17,3,3,1,13,2,3,9,0,5,8,1986,no,10826
192,no,unknown,1300.0,24,2,technical degree,335,1,H,62.0,3,2, research scientist ,4,unknown,24447,1,no,17,3,1,2,0,3,3,9,0,4,7,1983,no,335
193,no,non-travel,1105.0,24,4,unknown,0,2,M,47.0,3,2, laboratory technician ,2,married,6927,7,unknown,15,3,3,1,11,3,3,9,0,0,8,1987,yes,13470
194,no,travel rarely,906.0,7,3,life sciences,420,4,H,91.0,2,2, sales executive ,3,married,16985,1,unknown,14,3,3,1,13,3,2,13,0,4,8,1991,yes,420
195,no,unknown,849.0,25,2,life sciences,421,1,M,81.0,2,3, research director ,2,unknown,26707,3,unknown,17,3,3,1,0,2,3,10,0,0,1,1985,yes,421
196,no,travel rarely,1275.0,28,2,unknown,441,4,M,64.0,3,2, research scientist ,4,married,11934,1,no,13,3,4,2,11,2,3,10,0,1,9,1993,unknown,441
197,no,unknown,1218.0,1,1,unknown,531,2,H,52.0,3,5, manager ,3,unknown,8213,1,unknown,14,3,3,1,21,3,3,21,0,1,6,1984,yes,531
198,no,unknown,422.0,7,3,life sciences,549,1,M,41.0,3,5, manager ,1,unknown,3854,5,no,11,3,4,0,33,5,1,29,0,11,10,1963,yes,549
199,no,unknown,1398.0,22,4,other,567,3,M,69.0,3,3, sales executive ,1,unknown,2890,0,unknown,11,3,3,0,10,3,3,9,0,7,8,1993,yes,567
200,no,travel rarely,1274.0,9,1,unknown,581,3,H,66.0,3,3, manufacturing director ,2,divorced,14394,1,no,25,4,4,1,0,6,4,13,0,0,8,1992,unknown,581
201,yes,unknown,1076.0,3,3,life sciences,702,1,H,70.0,3,1, research scientist ,1,single,3164,1,yes,11,3,1,0,0,3,3,10,0,9,7,1990,no,702
202,no,unknown,1207.0,28,1,medical,716,4,H,74.0,4,1, laboratory technician ,3,married,3297,1,yes,11,0,3,3,20,3,3,20,0,3,8,1973,unknown,716
203,no,unknown,430.0,24,4,life sciences,772,1,H,80.0,3,2, laboratory technician ,4,unknown,21146,1,no,15,0,4,2,10,2,3,10,0,4,7,1991,unknown,772
204,no,unknown,933.0,29,3,unknown,836,2,H,98.0,3,2, manufacturing director ,2,unknown,11806,1,unknown,13,3,4,1,10,3,2,9,0,7,8,1981,yes,836
205,yes,unknown,1184.0,11,3,marketing,840,3,M,43.0,3,3, sales executive ,4,married,5860,1,no,18,3,1,2,0,3,4,9,0,7,7,1974,no,840
206,no,unknown,797.0,5,1,unknown,844,3,H,42.0,2,3, research director ,4,divorced,8842,1,unknown,16,3,2,1,0,3,3,9,0,0,8,1996,unknown,844
207,no,travel rarely,586.0,1,3,medical,0,1,H,48.0,4,2, sales executive ,1,divorced,21816,1,unknown,22,0,1,1,9,5,3,9,0,0,8,1990,unknown,8951
208,no,unknown,890.0,26,4,unknown,867,3,M,81.0,2,4, manufacturing director ,4,married,19028,3,no,22,4,3,0,31,3,3,9,0,0,0,1971,no,867
209,no,unknown,379.0,5,2,life sciences,889,2,H,48.0,3,2, sales executive ,2,unknown,8891,1,no,14,3,4,1,10,3,3,10,0,5,3,1991,yes,889
210,no,unknown,1425.0,14,1,life sciences,924,3,H,68.0,3,2, healthcare representative ,4,unknown,4821,0,unknown,17,3,1,1,0,2,2,16,0,4,11,1987,no,924
211,no,non-travel,1188.0,20,2,unknown,0,4,M,45.0,3,2, sales executive ,3,unknown,24406,1,unknown,13,3,4,1,0,2,2,9,0,0,0,1992,no,8671
212,no,travel rarely,938.0,2,4,medical,0,3,H,79.0,3,1, laboratory technician ,3,single,12287,4,no,21,4,3,0,0,6,3,11,0,3,9,1987,yes,18623
213,no,unknown,1053.0,1,2,life sciences,976,4,H,70.0,3,4, manager ,4,married,13829,2,unknown,15,3,2,1,26,2,0,9,0,7,8,1971,yes,976
214,no,non-travel,722.0,17,3,unknown,992,4,H,38.0,3,4, manager ,3,single,20489,1,unknown,11,3,4,0,10,2,3,10,0,6,0,1990,no,992
215,no,non-travel,248.0,23,2,life sciences,1002,4,H,42.0,3,2, laboratory technician ,1,unknown,14039,1,yes,15,3,3,1,9,2,3,9,0,0,8,1978,yes,1002
216,no,travel rarely,796.0,12,5,unknown,1073,4,M,51.0,2,3, manufacturing director ,4,unknown,15669,0,unknown,11,3,2,0,15,2,2,14,0,7,8,1987,yes,1073
217,no,unknown,174.0,8,4,unknown,1138,4,H,56.0,2,4, sales executive ,2,unknown,11879,6,unknown,17,3,2,1,22,3,3,9,0,2,3,1974,no,1138
218,yes,unknown,408.0,23,1,unknown,0,4,M,45.0,2,3, sales executive ,1,unknown,11162,1,unknown,13,0,1,1,11,3,1,11,0,3,10,1994,yes,8501
219,no,unknown,797.0,6,1,unknown,1192,2,M,54.0,3,1, laboratory technician ,4,married,26342,1,unknown,13,3,1,1,0,5,3,10,0,0,8,1994,no,1192
220,no,unknown,977.0,1,3,life sciences,1196,4,M,56.0,2,2, manufacturing director ,4,married,9961,1,unknown,13,3,2,1,14,2,2,14,0,3,11,1986,yes,1196
221,no,travel rarely,536.0,10,5,unknown,0,4,H,82.0,4,3, sales executive ,3,unknown,21708,0,unknown,14,3,4,2,0,3,3,9,0,0,8,1990,unknown,16419
222,no,travel frequently,135.0,19,3,medical,0,3,M,46.0,3,2, laboratory technician ,2,divorced,22534,4,no,13,3,3,2,15,2,4,11,0,5,10,1989,yes,6270
223,no,non-travel,1476.0,1,3,unknown,1315,3,M,55.0,1,2, laboratory technician ,4,married,16392,0,no,11,3,1,3,10,6,3,9,0,7,5,1995,yes,1315
224,no,non-travel,587.0,2,4,unknown,1324,4,M,57.0,3,3, sales executive ,3,unknown,8935,1,yes,19,3,1,1,10,5,2,10,0,9,6,1992,yes,1324
225,no,non-travel,495.0,2,1,life sciences,1334,3,H,66.0,3,4, manager ,3,unknown,26582,0,yes,13,0,4,0,21,3,2,20,0,2,10,1981,no,1334
226,no,travel rarely,523.0,2,3,life sciences,1346,3,H,98.0,3,2, research scientist ,4,single,22455,1,unknown,13,3,3,0,9,4,3,9,0,8,8,1983,yes,1346
227,no,unknown,507.0,15,2,medical,1356,3,M,66.0,3,2, sales executive ,1,single,23553,1,unknown,12,3,4,0,0,6,4,10,0,9,6,1989,yes,1356
228,no,travel rarely,1055.0,1,3,unknown,1423,4,M,76.0,3,5, research director ,1,unknown,22456,3,unknown,21,4,3,1,0,3,3,9,0,1,5,1965,no,1423
229,yes,travel frequently,1445.0,1,5,unknown,1459,3,M,100.0,4,3, manufacturing director ,2,unknown,8931,1,unknown,11,3,1,0,0,2,3,10,0,4,7,1992,yes,1459
230,no,non-travel,218.0,8,1,unknown,0,4,H,55.0,2,3, research director ,2,unknown,25178,2,no,11,3,3,1,16,5,3,9,0,4,8,1983,yes,7816
231,no,unknown,447.0,2,3,medical,1472,4,H,39.0,4,4, research director ,2,single,19764,4,no,12,3,2,0,35,2,2,9,0,8,8,1970,yes,1472
232,no,unknown,829.0,15,3,unknown,1485,2,H,71.0,3,4, research director ,1,unknown,11929,7,unknown,14,3,4,2,16,3,2,14,0,6,9,1989,yes,1485
233,no,travel rarely,1029.0,16,3,life sciences,0,4,M,91.0,2,3, healthcare representative ,2,single,21195,1,no,19,3,4,0,0,3,1,11,0,3,3,1988,yes,3540
234,no,unknown,674.0,13,3,unknown,1543,1,H,47.0,3,2, research scientist ,4,married,3031,1,unknown,17,3,1,0,0,2,3,10,0,3,7,1986,unknown,1543
235,no,travel frequently,797.0,2,3,unknown,1547,4,H,40.0,3,3, healthcare representative ,4,unknown,18611,2,yes,14,3,3,1,24,3,1,20,0,13,9,1981,yes,1547
236,no,unknown,538.0,1,4,unknown,1553,1,H,66.0,3,3, healthcare representative ,2,divorced,20933,1,unknown,12,3,1,3,0,4,3,10,0,7,7,1978,yes,1553
237,yes,travel rarely,740.0,1,3,unknown,1562,2,H,64.0,2,2, sales executive ,1,married,5323,1,no,11,3,4,1,0,4,3,10,0,6,7,1993,unknown,1562
238,no,travel rarely,1245.0,14,3,life sciences,1582,3,H,80.0,3,2, sales executive ,2,married,12355,0,unknown,11,3,4,1,10,3,3,9,0,7,7,1985,yes,1582
239,no,unknown,1234.0,20,5,medical,1606,2,H,41.0,3,4, healthcare representative ,3,unknown,20689,2,unknown,15,3,3,1,32,3,3,30,0,12,13,1973,no,1606
240,no,travel rarely,170.0,3,2,unknown,0,3,H,76.0,2,2, laboratory technician ,3,unknown,10302,0,unknown,15,3,4,1,0,3,0,10,0,0,7,1984,yes,2687
241,no,travel rarely,1130.0,3,3,unknown,1658,4,M,66.0,3,2, research scientist ,2,unknown,19332,1,no,12,3,3,1,11,2,3,11,0,7,9,1989,yes,1658
242,no,travel rarely,584.0,22,5,unknown,1665,2,M,91.0,3,4, manager ,3,unknown,18685,3,unknown,25,4,3,1,36,6,3,10,0,4,7,1969,unknown,1665
243,no,travel rarely,918.0,6,3,marketing,0,4,H,35.0,3,3, sales executive ,3,unknown,15869,1,no,12,3,2,0,0,3,3,10,0,8,7,1982,no,1398
244,no,unknown,792.0,1,3,life sciences,1737,4,H,77.0,3,2, laboratory technician ,4,married,8989,1,unknown,15,3,4,1,0,2,3,9,0,5,8,1984,yes,1737
245,no,travel rarely,611.0,7,4,unknown,0,2,H,88.0,3,5, manager ,2,unknown,4349,1,no,14,3,2,0,0,3,2,21,0,12,8,1983,no,10795
246,no,unknown,797.0,4,3,technical degree,0,4,H,90.0,3,2, research scientist ,2,unknown,6194,5,no,15,0,4,2,11,2,2,9,0,1,7,1990,unknown,14340
247,no,unknown,1383.0,10,3,life sciences,1790,4,H,90.0,3,3, healthcare representative ,1,unknown,25949,7,unknown,13,3,4,1,15,1,3,12,0,5,7,1987,no,1790
248,no,unknown,867.0,8,4,life sciences,0,4,H,90.0,4,1, research scientist ,1,married,6076,6,no,19,3,2,1,14,1,3,10,0,7,6,1990,yes,7391
249,no,travel rarely,797.0,8,2,unknown,1823,2,H,92.0,4,2, sales executive ,3,unknown,22128,1,no,21,4,3,2,10,5,3,10,0,4,8,1989,no,1823
250,no,travel frequently,574.0,46,1,medical,0,4,H,40.0,3,1, laboratory technician ,4,married,7003,1,no,13,0,2,0,0,3,4,11,0,3,10,1994,no,5538
251,no,travel rarely,706.0,2,2,life sciences,1857,4,H,82.0,3,3, manufacturing director ,4,divorced,19989,3,unknown,14,3,3,1,12,4,2,9,0,4,7,1977,unknown,1857
252,no,travel rarely,728.0,23,1,medical,1864,2,M,36.0,2,2, sales representative ,3,married,7018,1,no,21,4,4,1,0,5,3,9,0,5,8,1996,no,1864
253,no,unknown,311.0,36,3,life sciences,1881,2,H,89.0,3,2, laboratory technician ,3,divorced,18624,1,no,11,3,1,1,10,2,3,10,0,0,2,1992,no,1881
254,no,travel rarely,556.0,25,2,life sciences,1888,2,M,93.0,2,2, manufacturing director ,4,unknown,23888,0,no,13,0,4,2,10,2,2,9,0,3,8,1978,yes,1888
255,no,travel rarely,937.0,1,3,marketing,1950,1,H,32.0,3,3, sales executive ,4,unknown,6770,1,no,21,4,1,0,14,3,2,14,0,2,1,1989,no,1950
256,no,unknown,1125.0,1,3,life sciences,0,4,H,48.0,1,2, research scientist ,1,married,5771,1,unknown,21,0,2,0,10,6,3,10,0,8,7,1992,yes,8570
257,no,unknown,1224.0,7,4,unknown,1962,3,M,55.0,3,2, sales executive ,4,unknown,13586,1,yes,11,3,4,0,10,2,3,10,0,0,9,1988,no,1962
258,no,travel rarely,119.0,15,4,marketing,1975,2,H,77.0,3,4, sales executive ,1,single,25098,0,no,12,3,1,0,21,3,3,20,0,11,10,1984,no,1975
259,no,travel rarely,444.0,2,2,marketing,1986,2,M,92.0,3,2, sales executive ,2,married,4258,3,no,14,3,3,1,0,4,3,11,0,5,10,1983,yes,1986
260,no,travel rarely,911.0,1,2,medical,0,4,H,76.0,3,1, laboratory technician ,2,married,4077,1,no,13,3,3,0,12,6,2,12,0,1,7,1993,no,2658
261,no,unknown,797.0,1,1,unknown,2000,3,M,98.0,3,3, research director ,2,married,17231,0,no,18,3,1,2,14,3,1,13,0,5,12,1976,yes,2000
262,no,non-travel,585.0,29,4,unknown,0,1,H,66.0,3,1, sales representative ,4,divorced,19788,2,unknown,15,3,2,2,16,3,0,9,0,0,0,1971,yes,4237
263,no,travel frequently,797.0,8,1,unknown,2,3,H,61.0,2,2, research scientist ,2,married,24907,1,no,23,4,4,1,10,3,3,10,0,1,7,1974,yes,2
264,no,travel frequently,1392.0,19,4,life sciences,5,19,M,56.0,3,1, research scientist ,3,married,23159,1,unknown,11,3,3,0,0,3,3,8,0,3,0,1990,unknown,5
265,no,unknown,1005.0,2,2,life sciences,0,4,H,79.0,3,1, laboratory technician ,4,unknown,11864,0,unknown,13,3,3,0,8,2,2,7,0,3,6,1991,yes,1663
266,no,travel frequently,797.0,23,3,unknown,0,4,H,44.0,2,3, manufacturing director ,3,unknown,8787,0,no,21,4,2,0,0,2,3,9,0,1,8,1985,yes,4877
267,no,travel rarely,1299.0,27,3,medical,0,3,H,94.0,3,2, healthcare representative ,3,unknown,16577,6,unknown,13,3,2,2,17,3,2,7,0,7,7,1987,unknown,14357
268,no,unknown,797.0,8,4,unknown,35,3,H,48.0,3,2, sales executive ,2,unknown,21173,0,unknown,11,0,4,1,10,2,3,9,0,4,2,1981,no,35
269,no,unknown,655.0,7,4,life sciences,76,4,H,48.0,3,2, laboratory technician ,4,divorced,9528,3,no,22,4,4,1,0,3,2,7,0,1,7,1992,no,76
270,no,travel rarely,746.0,8,4,unknown,98,3,M,61.0,3,2, manufacturing director ,4,single,20682,1,no,23,4,4,0,11,2,3,11,0,1,8,1992,no,98
271,no,unknown,632.0,21,4,marketing,120,3,H,71.0,3,2, sales executive ,4,unknown,8423,0,unknown,22,4,4,0,11,2,1,10,0,1,0,1972,yes,120
272,yes,travel frequently,658.0,7,3,unknown,147,1,H,66.0,1,2, laboratory technician ,3,unknown,22887,1,yes,24,4,4,0,9,3,0,9,0,0,6,1989,yes,147
273,no,unknown,1467.0,11,2,technical degree,154,2,M,92.0,3,3, sales executive ,4,unknown,22952,0,no,14,3,3,1,10,6,3,9,0,2,8,1987,no,154
274,no,travel frequently,1312.0,23,3,unknown,159,1,H,96.0,1,1, research scientist ,3,divorced,22310,1,no,25,4,3,3,0,2,2,10,0,0,9,1993,no,159
275,no,non-travel,750.0,12,2,unknown,160,12,H,95.0,3,2, sales executive ,2,married,15480,0,unknown,13,3,1,1,0,2,4,7,7,0,7,1990,yes,160
276,yes,unknown,249.0,6,4,life sciences,163,2,H,76.0,1,2, sales executive ,3,married,20739,4,unknown,18,3,2,0,0,3,2,7,0,7,7,1992,no,163
277,no,travel rarely,802.0,23,1,unknown,176,3,H,96.0,3,3, sales executive ,3,divorced,21196,3,yes,13,3,3,1,0,2,3,9,0,0,7,1982,no,176
278,no,travel rarely,1355.0,25,1,unknown,177,3,M,61.0,3,1, human resources ,3,unknown,8916,1,unknown,23,4,4,1,8,3,3,8,0,5,7,1997,yes,177
279,no,unknown,689.0,9,2,unknown,195,4,H,35.0,1,2, sales executive ,4,divorced,22812,0,no,17,3,4,3,0,2,4,8,0,0,7,1991,yes,195
280,no,travel frequently,1395.0,26,3,unknown,202,2,M,54.0,3,2, research scientist ,2,divorced,8504,1,no,11,3,1,1,20,2,3,20,0,2,13,1983,no,202
281,no,travel rarely,1436.0,6,2,marketing,205,2,H,34.0,3,2, sales representative ,3,unknown,16047,2,yes,20,4,4,1,13,3,1,7,0,4,5,1970,yes,205
282,no,non-travel,1496.0,1,1,technical degree,0,4,H,41.0,3,2, manufacturing director ,3,married,26283,1,unknown,13,3,1,1,10,1,3,10,0,0,9,1994,no,13355
283,no,travel frequently,1480.0,3,2,unknown,0,4,H,30.0,3,1, laboratory technician ,2,unknown,15062,4,no,12,0,3,0,13,3,2,8,0,7,2,1987,yes,7293
284,no,travel rarely,797.0,14,3,unknown,252,4,M,66.0,3,1, research scientist ,2,unknown,4673,1,unknown,13,3,4,1,8,5,3,8,0,1,6,1990,yes,252
285,no,travel rarely,313.0,3,3,unknown,258,4,M,98.0,3,4, healthcare representative ,2,single,7192,3,unknown,18,3,3,0,0,6,3,7,0,1,0,1972,no,258
286,no,travel rarely,894.0,9,3,medical,260,4,M,99.0,3,1, research scientist ,2,single,11781,1,no,16,3,4,0,0,2,2,7,0,0,3,1996,no,260
287,no,unknown,290.0,21,3,life sciences,267,2,H,65.0,4,1, research scientist ,1,unknown,22977,1,yes,12,3,1,1,0,3,2,8,0,1,7,1986,yes,267
288,no,unknown,1084.0,29,3,unknown,0,4,H,54.0,3,2, manufacturing director ,4,married,4185,3,no,18,3,1,1,9,3,1,7,0,1,7,1985,unknown,7867
289,no,non-travel,1002.0,18,4,unknown,275,4,H,92.0,3,2, manufacturing director ,4,divorced,23793,1,yes,15,3,1,2,7,0,3,7,0,1,7,1974,no,275
290,no,unknown,1242.0,20,3,life sciences,293,4,M,90.0,3,2, sales executive ,3,single,12916,1,unknown,14,3,4,0,7,2,3,7,0,0,7,1996,no,293
291,no,unknown,1052.0,6,3,medical,302,4,M,57.0,2,3, sales executive ,4,single,16840,6,unknown,12,3,4,0,23,2,3,19,0,12,8,1978,yes,302
292,no,unknown,944.0,1,3,unknown,314,3,M,92.0,3,3, sales executive ,3,single,9096,1,no,14,3,1,0,10,3,4,10,0,0,8,1988,yes,314
293,yes,travel rarely,465.0,2,2,unknown,0,1,M,39.0,3,1, laboratory technician ,1,unknown,21509,7,no,20,0,1,0,13,3,4,9,0,1,7,1990,yes,9944
294,no,unknown,771.0,2,4,life sciences,329,1,H,79.0,2,5, manager ,3,unknown,21030,1,yes,18,3,4,0,33,2,4,33,0,15,12,1971,yes,329
295,no,unknown,1416.0,2,2,medical,0,1,H,49.0,3,5, research director ,3,unknown,5949,0,no,19,3,4,1,0,5,3,21,0,3,9,1983,yes,7067
296,no,non-travel,1327.0,2,2,life sciences,361,4,H,39.0,2,2, sales executive ,4,unknown,19682,3,no,18,3,4,1,13,0,3,8,0,7,5,1985,unknown,361
297,no,unknown,488.0,27,3,unknown,363,27,M,75.0,1,4, manager ,2,married,14977,3,yes,12,3,2,1,28,2,2,7,0,7,7,1977,no,363
298,no,travel rarely,1385.0,20,2,medical,0,3,H,79.0,3,4, healthcare representative ,4,married,7501,0,yes,14,3,2,0,21,2,3,20,0,4,10,1978,yes,12158
299,yes,non-travel,666.0,10,4,life sciences,376,1,H,88.0,3,3, manager ,2,married,10268,1,unknown,12,3,4,1,0,2,2,10,0,9,9,1976,yes,376
300,no,unknown,1315.0,22,3,life sciences,381,2,M,71.0,4,3, manager ,2,divorced,19100,7,unknown,18,0,2,1,10,6,2,7,0,6,2,1988,no,381
301,no,travel frequently,442.0,2,2,unknown,388,2,H,44.0,3,2, sales executive ,4,single,20260,1,unknown,18,3,1,0,0,3,0,10,0,0,9,1994,yes,388
302,no,travel rarely,147.0,20,2,technical degree,389,2,H,37.0,3,2, laboratory technician ,4,married,15972,3,unknown,19,0,4,1,12,4,3,10,0,0,8,1968,yes,389
303,yes,travel rarely,950.0,45,4,unknown,401,4,H,48.0,2,2, sales executive ,4,single,8450,1,unknown,12,3,2,0,0,0,0,8,0,7,4,1997,yes,401
304,no,travel rarely,218.0,7,3,technical degree,416,2,H,100.0,4,2, sales executive ,4,unknown,12241,4,unknown,11,3,2,1,10,3,2,8,0,7,7,1992,unknown,416
305,no,travel frequently,797.0,10,4,life sciences,430,3,M,33.0,3,1, laboratory technician ,4,unknown,10675,0,no,19,3,1,0,0,5,3,8,0,1,7,1980,unknown,430
306,no,travel rarely,691.0,13,3,marketing,438,4,H,73.0,3,2, sales executive ,4,unknown,7143,4,unknown,12,3,4,3,13,3,3,7,0,1,7,1992,yes,438
307,no,unknown,1018.0,2,4,medical,0,1,M,74.0,4,2, research scientist ,4,single,10557,7,unknown,16,3,3,0,0,0,2,7,0,0,7,1991,yes,3612
308,no,unknown,797.0,10,3,unknown,446,2,H,46.0,2,2, sales executive ,4,unknown,4317,3,no,14,3,3,0,0,6,2,7,0,0,1,1990,no,446
309,no,travel frequently,559.0,10,4,life sciences,448,3,M,82.0,2,2, laboratory technician ,3,divorced,6227,1,no,11,0,2,1,9,3,4,9,0,0,0,1980,no,448
310,yes,travel rarely,318.0,8,4,unknown,454,2,H,77.0,1,1, laboratory technician ,1,unknown,4759,1,unknown,11,3,4,0,7,4,2,7,0,0,7,1994,no,454
311,no,unknown,1130.0,8,4,unknown,458,2,M,56.0,3,2, sales executive ,2,unknown,3415,1,no,18,3,1,1,8,3,3,8,0,0,7,1996,no,458
312,no,travel rarely,144.0,10,1,unknown,0,4,M,39.0,2,2, sales executive ,2,divorced,11866,1,yes,14,3,1,2,7,2,3,7,0,1,7,1994,no,19622
313,no,unknown,1319.0,6,3,medical,0,3,H,51.0,4,2, research scientist ,1,divorced,17001,4,unknown,13,3,1,2,13,2,3,7,0,6,7,1986,no,13150
314,no,travel rarely,933.0,1,3,unknown,476,3,H,57.0,3,2, sales executive ,3,unknown,20156,1,unknown,17,3,2,1,0,3,3,8,0,7,7,1997,yes,476
315,no,travel rarely,1171.0,10,4,life sciences,483,4,M,46.0,4,1, laboratory technician ,3,married,22495,3,yes,13,3,3,1,0,3,3,7,0,1,7,1983,yes,483
316,yes,unknown,143.0,4,3,unknown,488,1,H,56.0,3,2, sales executive ,2,unknown,9558,1,no,18,3,3,0,8,5,3,8,0,7,7,1982,no,488
317,no,travel rarely,1178.0,14,2,unknown,500,3,M,87.0,3,2, sales executive ,4,unknown,14862,4,no,11,3,3,1,18,2,2,7,0,0,7,1972,unknown,500
