,Age,Attrition,Businesstravel,Dailyrate,Distancefromhome,Education,Educationfield,Employeenumber,Environmentsatisfaction,Gender,Hourlyrate,Jobinvolvement,Joblevel,Jobrole,Jobsatisfaction,Maritalstatus,Monthlyrate,Numcompaniesworked,Overtime,Percentsalaryhike,Performancerating,Relationshipsatisfaction,Stockoptionlevel,Totalworkingyears,Trainingtimeslastyear,Worklifebalance,Yearsatcompany,Yearssincelastpromotion,Yearswithcurrmanager,Datebirth,Remotework
125,36,No,travel_rarely,164.0,2,2,unknown,513.0,2.0,H,61.0,2.0,3.0, sales executive ,3.0,married,3809,1,no,13.0,3.0,2.0,2.0,10.0,2.0,3.0,10.0,9,0,1987,yes
126,55,No,travel_rarely,1117.0,18,5,unknown,597.0,1.0,M,83.0,3.0,4.0, manager ,2.0,single,9873,3,no,23.0,4.0,4.0,0.0,37.0,2.0,3.0,10.0,7,7,1968,yes
127,35,No,travel_rarely,619.0,1,3,unknown,600.0,2.0,H,85.0,3.0,2.0, sales executive ,3.0,unknown,18659,9,no,11.0,3.0,3.0,0.0,15.0,2.0,3.0,11.0,6,9,1988,yes
128,42,No,travel_rarely,319.0,24,3,medical,,4.0,H,56.0,3.0,3.0, manufacturing director ,1.0,married,6950,1,no,21.0,4.0,4.0,1.0,10.0,5.0,2.0,10.0,5,8,1981,no
129,52,No,travel_rarely,956.0,6,2,unknown,630.0,4.0,H,78.0,3.0,2.0, research scientist ,1.0,divorced,22087,3,yes,12.0,3.0,2.0,2.0,18.0,3.0,3.0,10.0,6,9,1971,yes
130,49,No,travel_rarely,1245.0,18,4,life sciences,638.0,4.0,H,58.0,2.0,5.0, research director ,3.0,unknown,2125,1,yes,17.0,3.0,3.0,1.0,,5.0,3.0,31.0,0,9,1974,yes
131,34,No,travel_rarely,1397.0,1,5,unknown,683.0,2.0,H,42.0,3.0,1.0, research scientist ,4.0,married,7660,1,no,12.0,3.0,4.0,1.0,,4.0,2.0,10.0,8,8,1989,yes
132,33,Yes,travel_rarely,527.0,1,4,other,780.0,4.0,H,63.0,3.0,1.0, research scientist ,4.0,single,5207,1,no,13.0,3.0,3.0,0.0,10.0,2.0,2.0,10.0,7,8,1990,no
133,33,No,travel_rarely,213.0,7,3,medical,817.0,3.0,H,49.0,3.0,3.0, research director ,3.0,married,25995,0,no,11.0,3.0,4.0,0.0,,3.0,4.0,13.0,3,7,1990,yes
134,53,No,travel_rarely,804.0,23,4,unknown,901.0,4.0,M,72.0,3.0,4.0, research director ,4.0,unknown,20206,6,no,18.0,3.0,3.0,0.0,33.0,0.0,3.0,12.0,3,8,1970,yes
135,49,No,travel_rarely,527.0,8,2,other,944.0,1.0,M,51.0,3.0,3.0, laboratory technician ,2.0,married,22477,4,no,11.0,3.0,3.0,1.0,29.0,3.0,2.0,26.0,1,7,1974,no
136,35,No,travel_rarely,882.0,21,4,unknown,984.0,2.0,H,0.0,3.0,3.0, sales executive ,4.0,unknown,6812,6,no,13.0,3.0,2.0,1.0,,2.0,3.0,10.0,0,8,1988,no
137,38,No,travel_rarely,330.0,17,1,life sciences,1088.0,3.0,M,65.0,2.0,3.0, healthcare representative ,3.0,married,24608,0,no,18.0,3.0,1.0,1.0,20.0,4.0,2.0,19.0,1,9,1985,no
138,46,No,travel_rarely,406.0,3,1,marketing,1124.0,1.0,H,0.0,3.0,4.0, manager ,3.0,married,15596,3,no,12.0,3.0,4.0,1.0,,3.0,3.0,12.0,4,9,1977,no
139,36,No,non-travel,217.0,18,4,unknown,,1.0,H,78.0,3.0,2.0, manufacturing director ,4.0,single,23238,2,no,20.0,4.0,1.0,0.0,18.0,0.0,3.0,11.0,0,9,1987,no
140,42,Yes,travel_frequently,481.0,15,3,life sciences,1167.0,1.0,H,44.0,3.0,4.0, sales executive ,1.0,single,2447,0,no,12.0,3.0,2.0,0.0,,2.0,2.0,21.0,13,14,1981,yes
141,34,No,travel_frequently,669.0,1,3,unknown,1184.0,4.0,H,97.0,2.0,2.0, healthcare representative ,1.0,single,25755,0,no,20.0,4.0,3.0,0.0,14.0,3.0,3.0,13.0,4,9,1989,yes
142,30,No,travel_rarely,1465.0,1,3,medical,,4.0,H,63.0,3.0,1.0, research scientist ,2.0,unknown,9369,0,yes,21.0,4.0,1.0,1.0,12.0,2.0,3.0,11.0,5,7,1993,yes
143,54,No,travel_rarely,685.0,3,3,life sciences,,4.0,H,85.0,3.0,4.0, research director ,4.0,married,23474,3,no,14.0,3.0,1.0,0.0,36.0,2.0,3.0,10.0,0,9,1969,yes
144,31,No,travel_rarely,1062.0,24,3,medical,1252.0,3.0,M,96.0,2.0,2.0, healthcare representative ,1.0,single,17198,1,no,19.0,3.0,2.0,0.0,10.0,2.0,3.0,10.0,1,8,1992,no
145,44,No,travel_rarely,1099.0,5,3,unknown,1267.0,2.0,H,88.0,3.0,5.0, manager ,2.0,married,8751,7,no,11.0,3.0,3.0,1.0,26.0,5.0,3.0,22.0,3,10,1979,yes
146,55,No,non-travel,177.0,8,1,unknown,1278.0,4.0,H,37.0,2.0,4.0, healthcare representative ,2.0,divorced,25592,1,yes,15.0,3.0,4.0,1.0,,3.0,3.0,33.0,15,0,1968,no
147,44,No,travel_rarely,1199.0,4,2,life sciences,1288.0,3.0,H,92.0,4.0,5.0, manager ,1.0,divorced,17477,1,no,14.0,3.0,4.0,2.0,,4.0,2.0,25.0,14,13,1979,no
148,34,No,travel_frequently,648.0,11,3,life sciences,,3.0,H,56.0,2.0,2.0, human resources ,2.0,unknown,21833,4,no,11.0,3.0,4.0,2.0,14.0,5.0,4.0,10.0,1,8,1989,yes
149,39,No,travel_rarely,412.0,13,4,unknown,1307.0,3.0,M,94.0,2.0,4.0, manager ,2.0,divorced,17334,6,yes,13.0,3.0,4.0,2.0,,4.0,3.0,19.0,15,2,1984,no
150,55,No,travel_rarely,282.0,2,2,medical,1336.0,4.0,M,58.0,1.0,5.0, manager ,3.0,unknown,6992,4,no,14.0,3.0,4.0,1.0,23.0,5.0,3.0,19.0,9,11,1968,yes
151,51,No,travel_rarely,770.0,5,3,life sciences,1352.0,3.0,H,84.0,3.0,4.0, manager ,2.0,unknown,17588,1,no,11.0,3.0,2.0,1.0,,2.0,3.0,33.0,0,10,1972,yes
152,58,Yes,travel_rarely,601.0,14,4,medical,1360.0,1.0,M,53.0,2.0,3.0, manufacturing director ,1.0,married,12023,7,no,14.0,3.0,4.0,0.0,,0.0,2.0,10.0,5,9,1965,yes
153,48,No,travel_rarely,855.0,4,3,life sciences,,4.0,H,54.0,3.0,3.0, manufacturing director ,4.0,single,18706,1,no,11.0,3.0,3.0,0.0,11.0,2.0,3.0,10.0,0,8,1975,yes
154,29,No,travel_rarely,332.0,17,3,unknown,1419.0,2.0,H,51.0,2.0,3.0, human resources ,1.0,single,9769,1,no,13.0,3.0,1.0,0.0,,3.0,2.0,10.0,0,9,1994,no
155,34,No,travel_rarely,1326.0,3,3,other,1478.0,4.0,H,81.0,1.0,2.0, sales executive ,1.0,single,15891,3,no,18.0,3.0,4.0,0.0,15.0,2.0,3.0,13.0,3,12,1989,yes
156,42,No,travel_frequently,748.0,9,2,unknown,1480.0,1.0,M,74.0,3.0,1.0, laboratory technician ,4.0,unknown,16458,1,no,13.0,3.0,3.0,0.0,12.0,3.0,3.0,12.0,5,8,1981,yes
157,57,No,travel_rarely,405.0,1,2,life sciences,,2.0,H,93.0,4.0,2.0, research scientist ,3.0,married,2721,0,no,24.0,4.0,1.0,1.0,13.0,2.0,2.0,12.0,2,8,1966,yes
158,34,Yes,travel_rarely,790.0,24,4,unknown,1489.0,1.0,M,40.0,2.0,2.0, sales executive ,2.0,single,7815,0,yes,23.0,4.0,3.0,0.0,16.0,2.0,4.0,15.0,10,10,1989,no
159,54,No,travel_frequently,1050.0,11,4,medical,1520.0,2.0,M,87.0,3.0,4.0, manager ,4.0,unknown,24456,3,no,20.0,3.0,1.0,1.0,26.0,2.0,3.0,14.0,1,12,1969,yes
160,34,No,travel_rarely,971.0,1,3,unknown,1535.0,4.0,H,64.0,2.0,3.0, sales executive ,3.0,unknown,12288,1,no,14.0,3.0,4.0,0.0,,3.0,3.0,10.0,8,6,1989,no
161,29,No,travel_rarely,1370.0,3,1,medical,1586.0,2.0,H,87.0,3.0,1.0, laboratory technician ,1.0,single,16213,1,no,18.0,3.0,4.0,0.0,,3.0,3.0,10.0,1,5,1994,yes
162,35,No,travel_rarely,750.0,28,3,life sciences,1596.0,2.0,H,46.0,4.0,2.0, laboratory technician ,3.0,unknown,25348,1,no,17.0,3.0,4.0,2.0,,3.0,2.0,10.0,6,8,1988,yes
163,35,Yes,travel_rarely,880.0,12,4,other,1667.0,4.0,H,36.0,3.0,2.0, sales executive ,4.0,unknown,10414,3,no,24.0,4.0,1.0,0.0,13.0,2.0,4.0,11.0,6,7,1988,yes
164,34,No,travel_rarely,678.0,19,3,life sciences,1701.0,2.0,M,35.0,2.0,1.0, research scientist ,4.0,married,20338,1,no,12.0,3.0,2.0,0.0,10.0,3.0,3.0,10.0,8,7,1989,yes
165,43,No,travel_rarely,1179.0,2,3,unknown,1706.0,4.0,H,73.0,3.0,2.0, sales executive ,4.0,unknown,6069,1,yes,17.0,3.0,1.0,1.0,10.0,3.0,3.0,10.0,8,8,1980,no
166,58,No,non-travel,350.0,2,3,medical,,2.0,H,52.0,3.0,4.0, manager ,2.0,divorced,22577,4,no,22.0,4.0,4.0,1.0,37.0,0.0,2.0,16.0,14,14,1965,yes
167,36,No,travel_rarely,1266.0,14,4,unknown,,1.0,M,63.0,2.0,2.0, sales executive ,3.0,married,6060,1,yes,13.0,3.0,1.0,1.0,10.0,4.0,3.0,10.0,1,7,1987,no
168,43,No,travel_rarely,574.0,11,3,life sciences,1971.0,1.0,H,30.0,3.0,3.0, healthcare representative ,3.0,married,16873,1,no,17.0,3.0,2.0,1.0,10.0,1.0,3.0,10.0,0,9,1980,yes
169,55,No,travel_rarely,189.0,26,4,human resources,,3.0,H,71.0,4.0,5.0, manager ,2.0,married,25811,4,yes,18.0,3.0,1.0,1.0,35.0,0.0,3.0,10.0,1,4,1968,yes
170,42,No,travel_rarely,804.0,23,2,unknown,1976.0,4.0,H,37.0,2.0,2.0, research scientist ,3.0,single,14811,1,no,12.0,3.0,4.0,0.0,20.0,2.0,3.0,20.0,3,7,1981,yes
171,40,No,travel_rarely,692.0,11,3,technical degree,1985.0,4.0,M,73.0,3.0,2.0, laboratory technician ,3.0,married,26849,1,no,11.0,3.0,1.0,1.0,10.0,2.0,4.0,10.0,9,4,1983,yes
172,56,Yes,travel_rarely,310.0,7,2,technical degree,2032.0,4.0,H,72.0,3.0,1.0, laboratory technician ,3.0,married,3666,8,no,11.0,3.0,4.0,1.0,14.0,4.0,1.0,10.0,9,8,1967,yes
173,39,No,travel_rarely,722.0,33,1,marketing,2056.0,3.0,M,60.0,2.0,4.0, sales executive ,4.0,unknown,8828,0,no,11.0,3.0,1.0,1.0,,2.0,2.0,20.0,9,6,1984,yes
174,53,No,travel_rarely,1219.0,2,4,life sciences,,1.0,M,78.0,2.0,4.0, manager ,4.0,married,22021,2,no,16.0,3.0,3.0,0.0,,3.0,3.0,25.0,3,7,1970,yes
175,27,No,travel_frequently,994.0,8,3,unknown,,4.0,H,37.0,3.0,3.0, sales executive ,3.0,single,2975,1,no,15.0,3.0,4.0,0.0,9.0,0.0,3.0,9.0,1,7,1996,no
176,30,No,travel_frequently,721.0,1,2,unknown,57.0,3.0,M,58.0,3.0,2.0, laboratory technician ,4.0,unknown,10781,1,no,23.0,4.0,4.0,0.0,12.0,2.0,3.0,12.0,3,7,1993,yes
177,35,No,travel_rarely,853.0,18,5,life sciences,,2.0,H,71.0,3.0,3.0, sales executive ,1.0,married,11031,1,no,22.0,4.0,4.0,1.0,9.0,3.0,2.0,9.0,1,8,1988,yes
178,32,No,travel_rarely,427.0,1,3,medical,78.0,1.0,H,0.0,3.0,2.0, manufacturing director ,4.0,married,10877,1,yes,22.0,4.0,2.0,1.0,9.0,3.0,3.0,9.0,7,8,1991,yes
179,30,No,travel_rarely,852.0,1,1,life sciences,104.0,4.0,H,55.0,2.0,2.0, laboratory technician ,4.0,married,15998,1,no,12.0,3.0,3.0,2.0,,1.0,3.0,10.0,3,0,1993,no
180,46,Yes,travel_rarely,669.0,9,2,medical,118.0,3.0,H,64.0,2.0,3.0, sales executive ,4.0,unknown,13596,1,no,16.0,3.0,4.0,0.0,9.0,3.0,3.0,9.0,4,7,1977,no
181,30,No,travel_rarely,1334.0,4,2,unknown,121.0,3.0,M,63.0,2.0,2.0, sales executive ,2.0,unknown,19760,1,yes,12.0,3.0,2.0,3.0,11.0,4.0,2.0,11.0,2,7,1993,no
182,32,No,travel_rarely,1093.0,6,4,unknown,125.0,2.0,H,87.0,3.0,2.0, sales executive ,3.0,single,24301,1,no,16.0,3.0,1.0,0.0,12.0,0.0,3.0,11.0,5,7,1991,yes
183,35,No,travel_rarely,804.0,37,5,marketing,,3.0,H,94.0,3.0,3.0, sales executive ,2.0,married,11439,1,no,13.0,3.0,1.0,2.0,,3.0,3.0,10.0,0,6,1988,no
184,32,No,travel_rarely,967.0,8,3,marketing,207.0,2.0,M,43.0,3.0,3.0, sales executive ,4.0,single,15589,1,no,14.0,3.0,4.0,0.0,9.0,2.0,3.0,9.0,3,7,1991,yes
185,41,No,travel_rarely,465.0,34,3,life sciences,227.0,1.0,H,56.0,3.0,1.0, research scientist ,3.0,divorced,4609,4,no,12.0,3.0,1.0,1.0,,2.0,3.0,9.0,1,8,1982,yes
186,40,No,travel_rarely,989.0,4,1,medical,253.0,4.0,M,46.0,3.0,5.0, manager ,3.0,unknown,6499,1,no,14.0,3.0,2.0,1.0,21.0,2.0,3.0,20.0,9,9,1983,no
187,45,No,travel_rarely,1195.0,2,2,unknown,264.0,1.0,H,65.0,2.0,4.0, manager ,4.0,married,20462,9,no,23.0,4.0,4.0,1.0,22.0,1.0,3.0,20.0,11,8,1978,yes
188,32,Yes,travel_rarely,1045.0,4,4,unknown,291.0,4.0,H,32.0,1.0,3.0, sales executive ,4.0,married,25812,1,no,11.0,3.0,3.0,0.0,14.0,2.0,2.0,14.0,9,8,1991,no
189,30,No,non-travel,829.0,1,1,life sciences,292.0,3.0,H,88.0,2.0,3.0, manufacturing director ,3.0,unknown,20925,1,no,22.0,4.0,3.0,0.0,,2.0,3.0,11.0,5,8,1993,yes
190,37,No,travel_rarely,663.0,11,3,unknown,306.0,2.0,H,47.0,3.0,3.0, research director ,4.0,unknown,10056,1,no,14.0,3.0,3.0,3.0,,1.0,3.0,10.0,0,7,1986,yes
191,37,No,travel_rarely,319.0,4,4,unknown,,1.0,H,41.0,3.0,1.0, sales representative ,4.0,divorced,2539,4,no,17.0,3.0,3.0,1.0,13.0,2.0,3.0,9.0,5,8,1986,no
192,40,No,travel_rarely,1300.0,24,2,technical degree,335.0,1.0,H,62.0,3.0,2.0, research scientist ,4.0,unknown,24447,1,no,17.0,3.0,1.0,2.0,,3.0,3.0,9.0,4,7,1983,no
193,36,No,non-travel,1105.0,24,4,unknown,,2.0,M,47.0,3.0,2.0, laboratory technician ,2.0,married,6927,7,no,15.0,3.0,3.0,1.0,11.0,3.0,3.0,9.0,0,8,1987,yes
194,32,No,travel_rarely,906.0,7,3,life sciences,420.0,4.0,H,91.0,2.0,2.0, sales executive ,3.0,married,16985,1,no,14.0,3.0,3.0,1.0,13.0,3.0,2.0,13.0,4,8,1991,yes
195,38,No,travel_rarely,849.0,25,2,life sciences,421.0,1.0,M,81.0,2.0,3.0, research director ,2.0,unknown,26707,3,no,17.0,3.0,3.0,1.0,,2.0,3.0,10.0,0,1,1985,yes
196,30,No,travel_rarely,1275.0,28,2,unknown,441.0,4.0,M,64.0,3.0,2.0, research scientist ,4.0,married,11934,1,no,13.0,3.0,4.0,2.0,11.0,2.0,3.0,10.0,1,9,1993,yes
197,39,No,travel_rarely,1218.0,1,1,unknown,531.0,2.0,H,52.0,3.0,5.0, manager ,3.0,unknown,8213,1,no,14.0,3.0,3.0,1.0,21.0,3.0,3.0,21.0,1,6,1984,yes
198,60,No,travel_rarely,422.0,7,3,life sciences,549.0,1.0,M,41.0,3.0,5.0, manager ,1.0,unknown,3854,5,no,11.0,3.0,4.0,0.0,33.0,5.0,1.0,29.0,11,10,1963,yes
199,30,No,travel_rarely,1398.0,22,4,other,567.0,3.0,M,69.0,3.0,3.0, sales executive ,1.0,unknown,2890,0,no,11.0,3.0,3.0,0.0,10.0,3.0,3.0,9.0,7,8,1993,yes
200,31,No,travel_rarely,1274.0,9,1,unknown,581.0,3.0,H,0.0,3.0,3.0, manufacturing director ,2.0,divorced,14394,1,no,25.0,4.0,4.0,1.0,,6.0,4.0,13.0,0,8,1992,yes
201,33,Yes,travel_rarely,1076.0,3,3,life sciences,702.0,1.0,H,70.0,3.0,1.0, research scientist ,1.0,single,3164,1,yes,11.0,3.0,1.0,0.0,,3.0,3.0,10.0,9,7,1990,no
202,50,No,travel_rarely,1207.0,28,1,medical,716.0,4.0,H,74.0,4.0,1.0, laboratory technician ,3.0,married,3297,1,yes,11.0,3.0,3.0,3.0,20.0,3.0,3.0,20.0,3,8,1973,yes
203,32,No,travel_rarely,430.0,24,4,life sciences,772.0,1.0,H,80.0,3.0,2.0, laboratory technician ,4.0,unknown,21146,1,no,15.0,3.0,4.0,2.0,10.0,2.0,3.0,10.0,4,7,1991,yes
204,42,No,travel_rarely,933.0,29,3,unknown,836.0,2.0,H,98.0,3.0,2.0, manufacturing director ,2.0,unknown,11806,1,no,13.0,3.0,4.0,1.0,10.0,3.0,2.0,9.0,7,8,1981,yes
205,49,Yes,travel_rarely,1184.0,11,3,marketing,840.0,3.0,M,43.0,3.0,3.0, sales executive ,4.0,married,5860,1,no,18.0,3.0,1.0,2.0,,3.0,4.0,9.0,7,7,1974,no
206,27,No,travel_rarely,804.0,5,1,unknown,844.0,3.0,H,42.0,2.0,3.0, research director ,4.0,divorced,8842,1,no,16.0,3.0,2.0,1.0,,3.0,3.0,9.0,0,8,1996,yes
207,33,No,travel_rarely,586.0,1,3,medical,,1.0,H,48.0,4.0,2.0, sales executive ,1.0,divorced,21816,1,no,22.0,3.0,1.0,1.0,9.0,5.0,3.0,9.0,0,8,1990,yes
208,52,No,travel_rarely,890.0,26,4,unknown,867.0,3.0,M,81.0,2.0,4.0, manufacturing director ,4.0,married,19028,3,no,22.0,4.0,3.0,0.0,31.0,3.0,3.0,9.0,0,0,1971,no
209,32,No,travel_rarely,379.0,5,2,life sciences,889.0,2.0,H,48.0,3.0,2.0, sales executive ,2.0,unknown,8891,1,no,14.0,3.0,4.0,1.0,10.0,3.0,3.0,10.0,5,3,1991,yes
210,36,No,travel_rarely,1425.0,14,1,life sciences,924.0,3.0,H,68.0,3.0,2.0, healthcare representative ,4.0,unknown,4821,0,no,17.0,3.0,1.0,1.0,,2.0,2.0,16.0,4,11,1987,no
211,31,No,non-travel,1188.0,20,2,unknown,,4.0,M,45.0,3.0,2.0, sales executive ,3.0,unknown,24406,1,no,13.0,3.0,4.0,1.0,,2.0,2.0,9.0,0,0,1992,no
212,36,No,travel_rarely,938.0,2,4,medical,,3.0,H,79.0,3.0,1.0, laboratory technician ,3.0,single,12287,4,no,21.0,4.0,3.0,0.0,,6.0,3.0,11.0,3,9,1987,yes
213,52,No,travel_rarely,1053.0,1,2,life sciences,976.0,4.0,H,70.0,3.0,4.0, manager ,4.0,married,13829,2,no,15.0,3.0,2.0,1.0,26.0,2.0,3.0,9.0,7,8,1971,yes
214,33,No,non-travel,722.0,17,3,unknown,992.0,4.0,H,38.0,3.0,4.0, manager ,3.0,single,20489,1,no,11.0,3.0,4.0,0.0,10.0,2.0,3.0,10.0,6,0,1990,no
215,45,No,non-travel,248.0,23,2,life sciences,1002.0,4.0,H,42.0,3.0,2.0, laboratory technician ,1.0,unknown,14039,1,yes,15.0,3.0,3.0,1.0,9.0,2.0,3.0,9.0,0,8,1978,yes
216,36,No,travel_rarely,796.0,12,5,unknown,1073.0,4.0,M,51.0,2.0,3.0, manufacturing director ,4.0,unknown,15669,0,no,11.0,3.0,2.0,0.0,15.0,2.0,2.0,14.0,7,8,1987,yes
217,49,No,travel_rarely,174.0,8,4,unknown,1138.0,4.0,H,56.0,2.0,4.0, sales executive ,2.0,unknown,11879,6,no,17.0,3.0,2.0,1.0,22.0,3.0,3.0,9.0,2,3,1974,no
218,29,Yes,travel_rarely,408.0,23,1,unknown,,4.0,M,45.0,2.0,3.0, sales executive ,1.0,unknown,11162,1,no,13.0,3.0,1.0,1.0,11.0,3.0,1.0,11.0,3,10,1994,yes
219,29,No,travel_rarely,804.0,6,1,unknown,1192.0,2.0,M,54.0,3.0,1.0, laboratory technician ,4.0,married,26342,1,no,13.0,3.0,1.0,1.0,,5.0,3.0,10.0,0,8,1994,no
220,37,No,travel_rarely,977.0,1,3,life sciences,1196.0,4.0,M,56.0,2.0,2.0, manufacturing director ,4.0,married,9961,1,no,13.0,3.0,2.0,1.0,14.0,2.0,2.0,14.0,3,11,1986,yes
221,33,No,travel_rarely,536.0,10,5,unknown,,4.0,H,82.0,4.0,3.0, sales executive ,3.0,unknown,21708,0,no,14.0,3.0,4.0,2.0,,3.0,3.0,9.0,0,8,1990,yes
222,34,No,travel_frequently,135.0,19,3,medical,,3.0,M,46.0,3.0,2.0, laboratory technician ,2.0,divorced,22534,4,no,13.0,3.0,3.0,2.0,15.0,2.0,4.0,11.0,5,10,1989,yes
223,28,No,non-travel,1476.0,1,3,unknown,1315.0,3.0,M,55.0,1.0,2.0, laboratory technician ,4.0,married,16392,0,no,11.0,3.0,1.0,3.0,10.0,6.0,3.0,9.0,7,5,1995,yes
224,31,No,non-travel,587.0,2,4,unknown,1324.0,4.0,M,57.0,3.0,3.0, sales executive ,3.0,unknown,8935,1,yes,19.0,3.0,1.0,1.0,10.0,5.0,2.0,10.0,9,6,1992,yes
225,42,No,non-travel,495.0,2,1,life sciences,1334.0,3.0,H,0.0,3.0,4.0, manager ,3.0,unknown,26582,0,yes,13.0,3.0,4.0,0.0,21.0,3.0,2.0,20.0,2,10,1981,no
226,40,No,travel_rarely,523.0,2,3,life sciences,1346.0,3.0,H,98.0,3.0,2.0, research scientist ,4.0,single,22455,1,no,13.0,3.0,3.0,0.0,9.0,4.0,3.0,9.0,8,8,1983,yes
227,34,No,travel_rarely,507.0,15,2,medical,1356.0,3.0,M,66.0,3.0,2.0, sales executive ,1.0,single,23553,1,no,12.0,3.0,4.0,0.0,,6.0,4.0,10.0,9,6,1989,yes
228,58,No,travel_rarely,1055.0,1,3,unknown,1423.0,4.0,M,76.0,3.0,5.0, research director ,1.0,unknown,22456,3,no,21.0,4.0,3.0,1.0,,3.0,3.0,9.0,1,5,1965,no
229,31,Yes,travel_frequently,1445.0,1,5,unknown,1459.0,3.0,M,100.0,4.0,3.0, manufacturing director ,2.0,unknown,8931,1,no,11.0,3.0,1.0,0.0,,2.0,3.0,10.0,4,7,1992,yes
230,40,No,non-travel,218.0,8,1,unknown,,4.0,H,55.0,2.0,3.0, research director ,2.0,unknown,25178,2,no,11.0,3.0,3.0,1.0,16.0,5.0,3.0,9.0,4,8,1983,yes
231,53,No,travel_rarely,447.0,2,3,medical,1472.0,4.0,H,39.0,4.0,4.0, research director ,2.0,single,19764,4,no,12.0,3.0,2.0,0.0,35.0,2.0,2.0,9.0,8,8,1970,yes
232,34,No,travel_rarely,829.0,15,3,unknown,1485.0,2.0,H,71.0,3.0,4.0, research director ,1.0,unknown,11929,7,no,14.0,3.0,4.0,2.0,16.0,3.0,2.0,14.0,6,9,1989,yes
233,35,No,travel_rarely,1029.0,16,3,life sciences,,4.0,M,91.0,2.0,3.0, healthcare representative ,2.0,single,21195,1,no,19.0,3.0,4.0,0.0,,3.0,1.0,11.0,3,3,1988,yes
234,37,No,travel_rarely,674.0,13,3,unknown,1543.0,1.0,H,47.0,3.0,2.0, research scientist ,4.0,married,3031,1,no,17.0,3.0,1.0,0.0,,2.0,3.0,10.0,3,7,1986,yes
235,42,No,travel_frequently,804.0,2,3,unknown,1547.0,4.0,H,40.0,3.0,3.0, healthcare representative ,4.0,unknown,18611,2,yes,14.0,3.0,3.0,1.0,24.0,3.0,1.0,20.0,13,9,1981,yes
236,45,No,travel_rarely,538.0,1,4,unknown,1553.0,1.0,H,66.0,3.0,3.0, healthcare representative ,2.0,divorced,20933,1,no,12.0,3.0,1.0,3.0,,4.0,3.0,10.0,7,7,1978,yes
237,30,Yes,travel_rarely,740.0,1,3,unknown,1562.0,2.0,H,64.0,2.0,2.0, sales executive ,1.0,married,5323,1,no,11.0,3.0,4.0,1.0,,4.0,3.0,10.0,6,7,1993,yes
238,38,No,travel_rarely,1245.0,14,3,life sciences,1582.0,3.0,H,80.0,3.0,2.0, sales executive ,2.0,married,12355,0,no,11.0,3.0,4.0,1.0,10.0,3.0,3.0,9.0,7,7,1985,yes
239,50,No,travel_rarely,1234.0,20,5,medical,1606.0,2.0,H,41.0,3.0,4.0, healthcare representative ,3.0,unknown,20689,2,no,15.0,3.0,3.0,1.0,32.0,3.0,3.0,30.0,12,13,1973,no
240,39,No,travel_rarely,170.0,3,2,unknown,,3.0,H,76.0,2.0,2.0, laboratory technician ,3.0,unknown,10302,0,no,15.0,3.0,4.0,1.0,,3.0,3.0,10.0,0,7,1984,yes
241,34,No,travel_rarely,1130.0,3,3,unknown,1658.0,4.0,M,66.0,3.0,2.0, research scientist ,2.0,unknown,19332,1,no,12.0,3.0,3.0,1.0,11.0,2.0,3.0,11.0,7,9,1989,yes
242,54,No,travel_rarely,584.0,22,5,unknown,1665.0,2.0,M,91.0,3.0,4.0, manager ,3.0,unknown,18685,3,no,25.0,4.0,3.0,1.0,36.0,6.0,3.0,10.0,4,7,1969,yes
243,41,No,travel_rarely,918.0,6,3,marketing,,4.0,H,35.0,3.0,3.0, sales executive ,3.0,unknown,15869,1,no,12.0,3.0,2.0,0.0,,3.0,3.0,10.0,8,7,1982,no
244,39,No,travel_rarely,792.0,1,3,life sciences,1737.0,4.0,H,77.0,3.0,2.0, laboratory technician ,4.0,married,8989,1,no,15.0,3.0,4.0,1.0,,2.0,3.0,9.0,5,8,1984,yes
245,40,No,travel_rarely,611.0,7,4,unknown,,2.0,H,88.0,3.0,5.0, manager ,2.0,unknown,4349,1,no,14.0,3.0,2.0,0.0,,3.0,2.0,21.0,12,8,1983,no
246,33,No,travel_rarely,804.0,4,3,technical degree,,4.0,H,90.0,3.0,2.0, research scientist ,2.0,unknown,6194,5,no,15.0,3.0,4.0,2.0,11.0,2.0,2.0,9.0,1,7,1990,yes
247,36,No,travel_rarely,1383.0,10,3,life sciences,1790.0,4.0,H,90.0,3.0,3.0, healthcare representative ,1.0,unknown,25949,7,no,13.0,3.0,4.0,1.0,15.0,1.0,3.0,12.0,5,7,1987,no
248,33,No,travel_rarely,867.0,8,4,life sciences,,4.0,H,90.0,4.0,1.0, research scientist ,1.0,married,6076,6,no,19.0,3.0,2.0,1.0,14.0,1.0,3.0,10.0,7,6,1990,yes
249,34,No,travel_rarely,804.0,8,2,unknown,1823.0,2.0,H,92.0,4.0,2.0, sales executive ,3.0,unknown,22128,1,no,21.0,4.0,3.0,2.0,10.0,5.0,3.0,10.0,4,8,1989,no
250,29,No,travel_frequently,574.0,46,1,medical,,4.0,H,40.0,3.0,1.0, laboratory technician ,4.0,married,7003,1,no,13.0,3.0,2.0,0.0,,3.0,4.0,11.0,3,10,1994,no
251,46,No,travel_rarely,706.0,2,2,life sciences,1857.0,4.0,H,82.0,3.0,3.0, manufacturing director ,4.0,divorced,19989,3,no,14.0,3.0,3.0,1.0,12.0,4.0,2.0,9.0,4,7,1977,yes
